"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"7706",3," Iglice utca",92,4,NA,340000,"like new","very high",NA,NA,2,"No",NA,"Yes","Partially",20000,"immediately",NA,"yard","Yes","Yes","Yes",NA,"included",NA,"22",NA
"7707",10," Gyakorló köz",55,2,NA,140000,"renovated","high",NA,8,10,"Yes",NA,"No","Yes",35000,"immediately","1 év",NA,NA,"Yes","No","No",NA,"1950-1980 ","5",NA
"7708",9," Hogyes Endre utca",64,2,1,160000,"good","high",NA,2,2,NA,"3 or more",NA,"By arrangement",35000,"immediately","1 év",NA,NA,"Yes",NA,"No",NA,"1950 elott",NA,NA
"7709",8," Corvin sétány",57,2,NA,160000,"new","high",NA,4,NA,"Yes",NA,NA,"Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,NA,NA,NA,NA
"7710",1," Fo utca",31,1,1,1e+05,"renovated","average",NA,0.5,4,"Yes",NA,"No","Yes",15000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA
"7711",2," Frankel Leó út",30,1,NA,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"1",NA
"7712",10," Fogadó utca",40,1,1,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"8",NA
"7713",3," Csalma utca 5.",110,3,NA,250000,"renovated","high",NA,1,2,"No","less than 3","No","No",NA,"immediately","1 év","garden","Yes","Yes","Yes","No","included",NA,"12",NA
"7714",2," Felhévíz",50,2,NA,180000,"renovated","high",NA,NA,5,"Yes",NA,"Yes","Yes",7000,"immediately",NA,"yard","No","Yes","No",NA,"street",NA,NA,NA
"7715",5," Balassi Bálint utca",40,1,NA,175000,"good","high",NA,2,5,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,NA,"No",NA,NA,NA,"2",NA
"7716",11," Irinyi József utca 19.",54,2,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
"7717",6," Rózsa utca",35,1,NA,110000,"new","high","AA++",3,5,"Yes","less than 3","Yes","Yes",40000,"immediately","nincs","street",NA,"Yes","No","No",NA,NA,"6",NA
"7718",8," Józsefváros – Orczynegyed",32,1,NA,95000,"renovated","high",NA,2,3,"No","3 or more","No","Yes",23000,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA
"7719",14," Gizella út",38,1,NA,105000,"renovated","high",NA,1,2,"No",NA,"No","Yes",15000,"immediately",NA,"street","No","Yes","No",NA,"included",NA,NA,NA
"7720",7," Rottenbiller utca",23,1,NA,95000,"new","high",NA,NA,3,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","yard","Yes","Yes","Yes",NA,"included","2020","12",NA
"7721",4," Szigeti József utca",54,2,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA
"7722",6," Teréz körút 38.",70,3,NA,155000,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"immediately","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7723",12," Dolgos utca",55,2,NA,216840,"like new","high",NA,3,5,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","garden","No","Yes",NA,"No","can rent","2001-2010 ","4",100
"7724",14," Jávor utca",119,4,NA,4e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"18",NA
"7725",2," Pasaréti út 122A",44,1,1,350000,"like new","luxury",NA,5,5,"Yes","3 or more","Yes","By arrangement",NA,"immediately","1 év","panorama","Yes","Yes",NA,"No","street","2011","56",NA
"7726",11," Bornemissza tér",67,2,1,160000,"good","average",NA,1,2,"No",NA,"No","Partially",30000,"immediately",NA,"panorama","No","Yes","No",NA,"street",NA,"10",NA
"7727",13," Hegedus Gyula utca 34.",60,2,NA,180000,"renovated",NA,NA,3,4,"Yes",NA,NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","street","1950 elott",NA,NA
"7728",13," Katona József utca",40,1,NA,170000,"good","high",NA,NA,NA,"Yes","3 or more","Yes","Yes",30000,"immediately","1 év","street","Yes","Yes","No","No","street",NA,NA,NA
"7729",8," Corvin sétány",50,2,NA,179000,NA,NA,NA,5,NA,"Yes",NA,"Yes","Yes",30000,NA,"1 év","yard",NA,"Yes",NA,"Yes","can rent",NA,"6",30000
"7730",14," Furész utca",47,1,1,175000,"like new","high",NA,0.5,NA,NA,"less than 3",NA,"Yes",20000,"immediately","1 év","street","No","Yes","No","No","included",NA,NA,NA
"7731",7," Dob utca",35,1,NA,110000,"like new",NA,NA,2,3,"Yes",NA,NA,"Yes",10000,"immediately",NA,"garden",NA,"Yes","Yes",NA,"street",NA,NA,NA
"7732",6," Nagymezo utca",65,3,NA,295000,"renovated","luxury",NA,1,4,NA,"3 or more",NA,"Yes",35000,"immediately","1 év","street","No",NA,NA,"No",NA,NA,NA,NA
"7733",13," Gömb utca",40,2,NA,1e+05,NA,NA,NA,3,3,NA,NA,NA,"No",NA,NA,"nincs",NA,NA,NA,NA,"No",NA,NA,NA,NA
"7734",18," Halomi út 83-97 B.",49,1,1,120000,"good","high",NA,1,NA,"Yes","less than 3","Yes","Partially",NA,"immediately","nincs","street","No","Yes","No","No","street","2001-2010 ","5",NA
"7735",11," Kökörcsin utca",45,1,1,130000,"renovated","high",NA,0.5,4,NA,"less than 3",NA,"By arrangement",30000,"immediately","1 év","garden",NA,"Yes","No","No","street","1950-1980 ","3",NA
"7736",19," Vécsey utca 3.",72,2,1,155000,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA
"7737",11," Brassó út",38,1,NA,1e+05,"good",NA,NA,NA,4,"No",NA,NA,"No",10000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7738",5," Báthory utca",68,2,NA,170000,"good","very high",NA,3,5,"Yes",NA,"Yes","Yes",NA,"immediately","nincs",NA,NA,"Yes","Yes","No",NA,NA,NA,NA
"7739",5," Bajcsy-Zsilinszky út 66.",50,2,NA,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7740",14," Ajtósi Dürer sor",78,1,1,130000,"good","high",NA,3,4,"Yes",NA,"No","Yes",20000,"immediately",NA,"yard","No","Yes","No",NA,"street",NA,NA,NA
"7741",13," Balzac utca",65,2,NA,185000,"renovated","high",NA,3,5,"Yes","3 or more","Yes","No",50000,"immediately","1 év","street","No","No","No","No","street","1950 elott",NA,NA
"7742",5," Városház utca 8.",85,3,NA,183875,"renovated",NA,NA,2,4,"Yes",NA,NA,"By arrangement",NA,"immediately","1 év","street",NA,"Yes",NA,NA,NA,NA,NA,NA
"7743",5," Arany János utca 16.",75,2,NA,170000,NA,NA,NA,1,3,"Yes",NA,NA,NA,NA,"immediately","1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7744",13," Angyalföldi út",52,2,NA,155000,"renovated","high",NA,2,7,"Yes","less than 3","No","By arrangement",25000,"immediately","1 év","garden","No","Yes","Yes","No","can rent","2001-2010 ","4.5",25000
"7745",21," Kossuth Lajos utca",64,1,2,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7746",14," Ond vezér park",48,1,2,125000,"renovated",NA,NA,8,10,"Yes",NA,"Yes",NA,16000,"immediately","1 év",NA,NA,"Yes",NA,"No","street",NA,NA,NA
"7747",6," Bajnok utca",34,1,1,120000,"renovated","high","DD",NA,2,"No","3 or more","No","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"7748",13," Pannónia utca",48,1,1,110000,"good","high",NA,6,8,"Yes","less than 3","No","Yes",25000,"immediately","1 év","garden","No","Yes","No","No","street",NA,NA,NA
"7749",19," Kisfaludy utca 39.",70,3,NA,140000,"fair",NA,NA,1,NA,"No","less than 3","No","Partially",35000,"immediately","nincs","street","Yes","No","No","No","street","1950 elott",NA,NA
"7750",14," Kalocsai utca",55,1,2,190000,"like new","high","AA++",1,3,"No","less than 3",NA,"Yes",20000,"immediately","1 év","garden","No","Yes","No","No","included","2001-2010 ","3",NA
"7751",5," Lipótváros",87,4,NA,230000,"good","very high",NA,3,5,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street","1950 elott","15",NA
"7752",2," Endrodi Sándor utca",62,2,NA,180000,"like new","high",NA,NA,3,"No","less than 3","Yes","No",15000,"immediately","1 év","yard","Yes","Yes","No","No","street",NA,"4",NA
"7753",2," Retek utca 10.",108,5,NA,260000,"good",NA,NA,2,3,"Yes",NA,NA,"Yes",NA,"immediately",NA,NA,NA,NA,NA,NA,"street",NA,NA,NA
"7754",9," Középso-Ferencváros – Rehabilitációs terület",60,2,1,165000,"new","high",NA,3,5,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No",NA,NA,"4",NA
"7755",8," Józsefváros – Corvinnegyed",70,3,NA,230000,"new","high",NA,4,7,"Yes",NA,"Yes","Yes",NA,NA,"1 év","yard",NA,"Yes","No","No",NA,"2020","4",NA
"7756",13," Loportár utca 20",48,2,NA,180000,"new","high","CC",7,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes",NA,NA,"must rent","2020","6",30000
"7757",9," Soroksári út",35,1,NA,110000,"like new","high",NA,5,8,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","garden",NA,NA,"No","No",NA,NA,"4",NA
"7758",7," Jósika utca",50,2,NA,120000,"good","high",NA,4,4,"Yes","3 or more","Yes","Yes",NA,NA,"1 év","yard",NA,"Yes",NA,NA,"street","1950 elott",NA,NA
"7759",13," Újlipótváros",70,2,NA,180000,"renovated","high",NA,NA,3,"Yes",NA,"No","Yes",NA,"immediately","1 év","yard","No","Yes",NA,"No","street",NA,NA,NA
"7760",7," Holló utca 3-9",55,2,NA,220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not immediately","1 év",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7761",19," Corvin körút 2.",27,1,NA,90000,"fair","high","HH",9,NA,"Yes","less than 3","No","No",25000,"immediately","1 év","panorama","No","No","No","No","street","1950-1980 ","4",NA
"7762",13," Újlipótváros",73,2,NA,140000,NA,"high",NA,2,4,"Yes",NA,"No","Yes",NA,NA,"1 év",NA,"No","Yes","No","No","street",NA,NA,NA
"7763",13," Róbert Károly körút 12.",64,2,1,2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA
"7764",7," Erzsébet körút",78,3,NA,170000,"renovated","high",NA,3,5,"Yes",NA,"Yes","Yes",NA,"immediately",NA,"street","No","Yes",NA,NA,"street",NA,NA,NA
"7765",11," Kelenhegyi út",76,3,NA,3e+05,"renovated","high","BB",1,2,"No","less than 3","No","By arrangement",15000,"immediately","1 év","panorama","No","Yes","No","No","included","1950-1980 ",NA,NA
"7766",11," Hengermalom út",38,1,1,135000,"good","high",NA,NA,4,NA,NA,NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No","No","street",NA,NA,NA
"7767",11," Fehérvári út",32,1,NA,115000,"good","high",NA,2,NA,"Yes","less than 3","No","Partially",22000,"immediately","6 hónap","street","No","Yes","No","No","street","1950-1980 ",NA,NA
"7768",6," Székely Bertalan utca 26.",35,1,1,140000,"renovated",NA,NA,0.5,3,NA,"less than 3",NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA
"7769",2," Horvát utca",54,2,NA,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7770",9," Haller utca",30,1,NA,125000,"new",NA,NA,2,5,"Yes",NA,"Yes","Yes",9000,"immediately","1 év","garden","No","Yes","No","No","can rent","2001-2010 ","4",NA
"7771",1," Gellérthegy utca",72,2,1,180000,"renovated","high",NA,4,4,"No",NA,"No","Yes",35000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","4",NA
"7772",13," Jász utca",40,1,1,159000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7773",11," Bartók Béla út",105,3,1,240000,"good","high",NA,2,5,"Yes","3 or more",NA,"No",NA,"immediately","1 év","street","No",NA,"No","No","street",NA,"2",NA
"7774",6," Rózsa utca 94.",60,1,2,180000,"renovated","very high",NA,1,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,"street",NA,"11",NA
"7775",14," Angol utca",25,1,NA,90000,"good","average",NA,3,3,"No","3 or more","No","Partially",20000,"immediately","1 év",NA,NA,"Yes","No","No",NA,"1950 elott",NA,NA
"7776",10," Kápolna tér 5.",30,1,NA,90000,"like new","high",NA,NA,5,"Yes","less than 3","No","Yes",28000,"immediately","1 év",NA,"Yes","Yes",NA,"Yes","street","2001-2010 ",NA,NA
"7777",5," Károly körút 12.",75,4,NA,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7778",14," Amerikai út",20,1,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779",6," Anker köz",37,1,NA,89900,"fair","high",NA,0.5,6,"Yes","3 or more","No","Partially",20000,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA
"7780",11," Nádorliget utca",51,2,NA,199900,"like new",NA,NA,1,7,"Yes",NA,"Yes","Partially",NA,"immediately","1 év","street","No","Yes","No","No",NA,"2001-2010 ","4",NA
"7781",13," Wahrmann Mór köz",155,4,2,750000,"renovated","luxury",NA,3,6,"Yes","less than 3","Yes","By arrangement",NA,"not immediately","1 év",NA,NA,NA,NA,NA,NA,"1950 elott","10",NA
"7782",5," Lipótváros",76,4,NA,230000,"renovated","very high",NA,1,5,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes",NA,"No","street","1950 elott","17",NA
"7783",13," Csongor utca",40,1,1,140000,"like new","high",NA,3,7,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","yard","No","Yes","No","No","street","2001-2010 ",NA,NA
"7784",23," Grassalkovich út 61.",34,1,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7785",7," Hernád utca",28,1,NA,80000,"good","average",NA,1,3,"No","3 or more",NA,"Yes",NA,"immediately","1 év","yard","No","Yes","No",NA,"street","1950 elott",NA,NA
"7786",13," Garam utca",30,1,NA,110000,"renovated",NA,NA,1,4,"No","3 or more",NA,"Partially",NA,"immediately","1 év","yard",NA,"Yes",NA,"No","street","1950 elott",NA,NA
"7787",14," Balázs park",52,2,NA,120000,"good","high",NA,3,3,"No","less than 3","Yes","No",NA,NA,"nincs","yard","No","Yes","Yes","No","included","1981-2000 ","5",NA
"7788",12," Dolgos utca",90,3,NA,469820,"new","very high",NA,NA,4,"Yes","less than 3",NA,"Yes",NA,"immediately",NA,"garden","Yes","Yes",NA,NA,"included","2001-2010 ","8",NA
"7789",6," Teréz körút",112,2,NA,260000,"good",NA,NA,1,4,"Yes",NA,NA,"No",50000,"immediately",NA,"street",NA,"Yes","No",NA,NA,NA,NA,NA
"7790",9," Középso-Ferencváros – Millenniumi városközpont",113,3,NA,5e+05,"like new",NA,NA,5,9,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001-2010 ",NA,NA
"7791",13," Dévai utca",38,1,NA,129000,"renovated","high",NA,1,NA,"Yes",NA,NA,"Yes",30000,"immediately","1 év","garden","Yes","Yes",NA,NA,"street","2001-2010 ","15",NA
"7792",13," Szent László út",31,1,NA,120000,"like new","high",NA,2,6,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év","yard","No","Yes","No","No","street","2001-2010 ",NA,NA
"7793",9," Lechner Ödön fasor",158,4,3,810000,"like new","luxury",NA,3,8,"Yes","less than 3","Yes","Yes",1e+05,"immediately","1 év","panorama",NA,"Yes","No","No","included","2001-2010 ","20",NA
"7794",9," Viola utca",55,2,NA,150000,"like new","high",NA,3,4,"Yes",NA,NA,"Yes",NA,"immediately","nincs","yard","Yes","Yes","Yes",NA,NA,NA,NA,NA
"7795",14," Csömöri út",40,1,1,130000,"renovated","high",NA,1,3,"No","less than 3","No","No",18000,"immediately","1 év","street","No","No","No","No","street","1950 elott",NA,NA
"7796",14," Kövér Lajos utca",55,2,NA,180000,"new","high",NA,1,4,"Yes","less than 3","Yes","Yes",40000,"immediately","1 év","street","No","Yes","No","No","street","2020",NA,NA
"7797",14," Róna utca",25,1,NA,95000,"good","high",NA,NA,4,"No","less than 3","No","Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA
"7798",14," Kövér Lajos utca",28,1,NA,130000,"new","high",NA,4,4,"Yes","less than 3","Yes","Yes",30000,"immediately","1 év","panorama","No","Yes","No","No","street","2020",NA,NA
"7799",14," Gizella út",40,1,NA,115000,"good","high",NA,2,4,"No",NA,"No","Yes",10000,"immediately",NA,"street",NA,"Yes","No",NA,NA,NA,NA,NA
"7800",9," Dandár utca",53,2,NA,550000,"renovated",NA,NA,NA,5,"Yes",NA,"Yes","Yes",40000,"immediately",NA,"street","No","Yes","No",NA,"street",NA,NA,NA
"7801",7," Peterdy utca",44,1,NA,1e+05,"good","high",NA,4,4,"Yes",NA,NA,"Yes",20000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7802",5," Dorottya utca",73,2,NA,542100,"like new","luxury",NA,5,5,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"must rent","2001-2010 ",NA,250
"7803",2," Ürömi utca",54,2,NA,160000,"renovated","high",NA,NA,NA,NA,"less than 3",NA,"Yes",12000,"immediately","1 év",NA,"No","Yes","No","No",NA,NA,NA,NA
"7804",9," Haller utca",43,2,NA,130000,"renovated","average",NA,2,3,"No","less than 3","No","No",25000,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA
"7805",5," Károly körút 18.",63,1,NA,110000,"good","high","AA++",4,5,"Yes","3 or more","No","Yes",NA,NA,"1 év",NA,NA,"Yes","No","No","street","1950 elott",NA,NA
"7806",9," Kinizsi utca",70,3,NA,160000,"like new","high",NA,3,6,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,"can rent","2001-2010 ",NA,NA
"7807",18," Halomi út 65-81",50,1,1,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7808",8," Tisztviselotelep",36,2,NA,1e+05,"good",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,"1950-1980 ",NA,NA
"7809",8," Diószegi Sámuel utca",25,1,NA,92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7810",13," Röppentyu köz",58,1,2,150000,"renovated","high",NA,5,10,"Yes",NA,"No","Yes",30000,"immediately",NA,"panorama","No","Yes","No",NA,"street",NA,"3",NA
"7811",9," Távíró utca",27,1,NA,90000,"good",NA,NA,NA,NA,NA,NA,NA,NA,20000,"immediately","1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7812",13," Újlipótváros",62,2,NA,180000,"renovated","high",NA,0.5,5,"Yes","3 or more","No","Yes",NA,NA,"1 év","street","No","Yes",NA,NA,"street","1950 elott",NA,NA
"7813",11," Bártfai utca 21.",55,1,2,2e+05,"renovated","high","CC",3,3,"No",NA,"Yes","Partially",25000,"immediately","1 év",NA,NA,"Yes","No","No","included","2001-2010 ",NA,NA
"7814",14," Hungária körút",20,1,NA,90350,"renovated",NA,NA,3,3,"No","3 or more",NA,"Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,NA,NA,"2",NA
"7815",8," Tolnai Lajos utca 18.",35,1,NA,95000,"like new","high",NA,NA,5,"Yes","less than 3",NA,"Yes",25000,"immediately","nincs","street","No","Yes","Yes","No","street","2001-2010 ",NA,NA
"7816",2," Pázsit utca",120,4,NA,870000,"renovated","luxury",NA,1,3,"No",NA,"Yes","By arrangement",45000,"immediately","1 év","street",NA,"Yes",NA,"No","included",NA,"8",NA
"7817",8," Szigony utca",70,3,NA,145000,"good","high",NA,NA,NA,"Yes",NA,NA,NA,20000,"immediately","1 év","panorama","No","Yes","Yes","Yes","street","1950-1980 ","4",NA
"7818",8," Harminckettesek tere 6.",51,1,1,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
"7819",6," Külso-Terézváros",88,2,NA,160000,"good","high",NA,3,NA,NA,"3 or more",NA,"Yes",NA,NA,"nincs","street",NA,NA,NA,NA,NA,"1950 elott","4",NA
"7820",5," Molnár utca",27,1,NA,110000,"renovated",NA,NA,NA,5,"Yes","less than 3","No","Yes",15000,"immediately","1 év","yard","No","Yes","Yes","No","street",NA,NA,NA
"7821",2," Pázsit utca",86,3,NA,650000,"renovated",NA,NA,1,2,"No","less than 3","Yes","By arrangement",45000,"immediately","1 év","panorama","Yes",NA,NA,"No","included",NA,"6",NA
"7822",4," Wolfner utca",55,1,2,179000,"new","high",NA,1,NA,"Yes","less than 3","Yes","No",40000,"immediately","1 év","garden","No","Yes","No","No","must rent","2020",NA,20000
"7823",6," Izabella utca 93.",55,2,NA,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"8",NA
"7824",11," Rétköz utca 2.",29,1,NA,105000,"good",NA,NA,4,4,"No","less than 3","Yes","No",NA,"immediately","nincs","street","No","Yes",NA,NA,"street",NA,NA,NA
"7825",19," Katica utca",73,4,NA,160000,"like new","high",NA,1,2,"No","less than 3","No","Yes",55000,"immediately","6 hónap","street",NA,"Yes","No","No","street","2020",NA,NA
"7826",7," Thököly út",62,2,NA,150000,"renovated","high",NA,1,2,"No","3 or more",NA,"Yes",45000,"immediately","1 év","street",NA,"Yes",NA,"No",NA,"1950 elott",NA,NA
"7827",3," Óbuda – Filatorigát",133,4,NA,510000,"new","very high",NA,2,3,"Yes","less than 3",NA,"Yes",NA,NA,"1 év","garden","Yes",NA,NA,NA,NA,"2019","5",NA
"7828",5," Ferenciek tere",62,2,1,250000,"renovated","high",NA,2,5,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","street",NA,"Yes","No","No","street","1950 elott",NA,NA
"7829",6," Weiner Leó utca",65,2,1,190000,"good","high",NA,2,4,"No","3 or more","Yes","Yes",35000,"immediately","1 év","yard","No","Yes","Yes",NA,"street","1950 elott",NA,NA
"7830",7," Damjanich utca 25.",42,1,NA,89900,NA,"average",NA,2,2,"No","3 or more","No","Yes",30000,NA,"3 hónap","yard","No","Yes","Yes","No","street","1950 elott",NA,NA
"7831",6," Podmaniczky utca",20,1,NA,73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7832",12," Hertelendy utca",44,2,NA,135000,"good","high",NA,3,6,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év 3 hónap","yard","No","Yes","No","No","street","1950 elott",NA,NA
"7833",9," Tuzoltó utca 78-80.",45,1,1,180000,"renovated",NA,NA,1,5,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes","Yes","No",NA,NA,"8",NA
"7834",5," Kecskeméti utca",30,1,NA,90000,"good","high",NA,1,NA,"No",NA,NA,"Yes",25000,"immediately","1 év","yard",NA,"Yes","No","No",NA,NA,NA,NA
"7835",9," Ipar utca",13,1,NA,75000,"good",NA,NA,NA,NA,"Yes",NA,NA,"Yes",NA,"immediately","nincs",NA,NA,NA,NA,NA,NA,"2001-2010 ","6",NA
"7836",13," Pannónia utca",48,1,1,110000,"good","high",NA,6,8,"Yes",NA,NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"7837",8," Krúdy utca",35,1,NA,130000,"renovated","high",NA,1,2,"No","3 or more","No","No",15000,"immediately","1 év","yard","No","No","No","No","street","1950-1980 ",NA,NA
"7838",7," Wesselényi utca",78,3,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7839",7," Izabella utca",45,2,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7840",6," Király utca",79,3,NA,303576,"like new","high",NA,5,6,"Yes","less than 3","Yes","Yes",NA,"immediately","6 hónap",NA,NA,"Yes","No","No",NA,"2018","20",NA
"7841",17," 511. utca",45,2,NA,140000,"like new",NA,"AA",1,2,"No","less than 3","No","By arrangement",20000,"immediately","1 év","garden","No","Yes","No","No","street","2001-2010 ","12",NA
"7842",9," Ráday utca",28,1,NA,130000,"renovated","high",NA,3,4,"No","3 or more","Yes","Yes",25000,"immediately","1 év","yard",NA,NA,NA,NA,NA,NA,NA,NA
"7843",13," Ipoly utca 16.",73,4,NA,190000,"renovated","high",NA,0.5,4,"Yes","3 or more","No","Partially",NA,"immediately","1 év","street","No","No","No","No","street","1950 elott",NA,NA
